level,game_id,away_team,home_team,team,player_name,prediction,value,home_win_probability,away_win_probability,projected_home_score,projected_away_score,likely_score,lineup_source,batting_order,polymarket_status,polymarket_market_id,polymarket_slug,polymarket_question,polymarket_url,polymarket_game_start_time,polymarket_fetched_at,polymarket_away_probability,polymarket_home_probability,polymarket_favorite,home_probability_edge,away_probability_edge,polymarket_volume,polymarket_liquidity,polymarket_total_status,polymarket_total_markets,market_premium_status,expected_market_home_premium_logit,expected_market_home_premium_points,synthetic_market_home_probability,synthetic_market_away_probability,synthetic_market_favorite,home_premium_adjusted_edge,away_premium_adjusted_edge,home_model_vs_synthetic_edge,away_model_vs_synthetic_edge,home_signal_edge,away_signal_edge,home_signal_score,away_signal_score,best_signal_team,best_signal_edge,best_signal_probability,best_signal_score,market_informed_status,market_informed_model_kind,base_home_win_probability,base_away_win_probability,market_informed_home_probability,market_informed_away_probability,market_informed_favorite,market_informed_home_delta,market_informed_away_delta,home_market_informed_edge,away_market_informed_edge
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Jake Bauers,hits,0.82,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Jake Bauers,strikeouts,0.98,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Jake Bauers,walks,0.46,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Brice Turang,hits,0.93,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Brice Turang,strikeouts,0.72,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Brice Turang,walks,0.42,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,David Hamilton,hits,0.79,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,David Hamilton,strikeouts,0.8,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,David Hamilton,walks,0.28,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Luis Rengifo,hits,0.86,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Luis Rengifo,strikeouts,0.62,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Luis Rengifo,walks,0.27,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Tyler Black,hits,0.66,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Tyler Black,strikeouts,0.93,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Tyler Black,walks,0.33,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Christian Vázquez,hits,0.84,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Christian Vázquez,strikeouts,0.93,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Christian Vázquez,walks,0.26,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,César Salazar,hits,0.77,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,César Salazar,strikeouts,0.92,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,César Salazar,walks,0.32,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Yainer Diaz,hits,0.92,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Yainer Diaz,strikeouts,0.86,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Yainer Diaz,walks,0.22,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Christian Walker,hits,0.79,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Christian Walker,strikeouts,1.11,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Christian Walker,walks,0.43,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Braden Shewmake,hits,0.73,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Braden Shewmake,strikeouts,0.71,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Braden Shewmake,walks,0.21,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Jose Altuve,hits,0.82,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Jose Altuve,strikeouts,0.73,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Jose Altuve,walks,0.34,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Isaac Paredes,hits,0.67,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Isaac Paredes,strikeouts,0.82,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Isaac Paredes,walks,0.43,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Shay Whitcomb,hits,0.6,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Shay Whitcomb,strikeouts,0.95,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Shay Whitcomb,walks,0.28,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Carlos Correa,hits,0.68,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Carlos Correa,strikeouts,0.95,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,HOU,Carlos Correa,walks,0.39,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Dalton Rushing,hits,0.82,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Dalton Rushing,strikeouts,1.42,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Dalton Rushing,walks,0.31,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Will Smith,hits,0.9,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Will Smith,strikeouts,0.96,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Will Smith,walks,0.6,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Freddie Freeman,hits,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Freddie Freeman,strikeouts,0.91,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Freddie Freeman,walks,0.57,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Ryan Ward,hits,0.8,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Ryan Ward,strikeouts,1.06,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Ryan Ward,walks,0.33,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Alex Freeland,hits,0.71,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Alex Freeland,strikeouts,1.36,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Alex Freeland,walks,0.42,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Max Muncy,hits,0.7,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Max Muncy,strikeouts,1.18,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Max Muncy,walks,0.63,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Santiago Espinal,hits,0.78,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Santiago Espinal,strikeouts,0.69,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Santiago Espinal,walks,0.3,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Hyeseong Kim,hits,0.74,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Hyeseong Kim,strikeouts,1.15,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Hyeseong Kim,walks,0.25,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Miguel Rojas,hits,0.74,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Miguel Rojas,strikeouts,0.56,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,1c406587-980b-5b80-9d4b-f67d5df282ac,,,LAN,Miguel Rojas,walks,0.24,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Daniel Susac,hits,0.91,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Daniel Susac,strikeouts,0.86,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Daniel Susac,walks,0.3,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Eric Haase,hits,0.93,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Eric Haase,strikeouts,1.1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Eric Haase,walks,0.29,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Jesus Rodriguez,hits,0.87,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Jesus Rodriguez,strikeouts,0.84,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Jesus Rodriguez,walks,0.3,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Patrick Bailey,hits,0.87,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Patrick Bailey,strikeouts,0.93,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Patrick Bailey,walks,0.31,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Bryce Eldridge,hits,0.76,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Bryce Eldridge,strikeouts,1.1,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Bryce Eldridge,walks,0.38,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Casey Schmitt,hits,0.84,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Casey Schmitt,strikeouts,0.78,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Casey Schmitt,walks,0.26,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Rafael Devers,hits,0.88,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Rafael Devers,strikeouts,0.85,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Rafael Devers,walks,0.35,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Christian Koss,hits,0.81,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Christian Koss,strikeouts,0.69,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Christian Koss,walks,0.23,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Luis Arraez,hits,0.89,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Luis Arraez,strikeouts,0.27,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SFN,Luis Arraez,walks,0.23,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Freddy Fermin,hits,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Freddy Fermin,strikeouts,0.75,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Freddy Fermin,walks,0.28,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Luis Campusano,hits,0.97,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Luis Campusano,strikeouts,0.66,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Luis Campusano,walks,0.29,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Gavin Sheets,hits,0.93,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Gavin Sheets,strikeouts,0.76,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Gavin Sheets,walks,0.36,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Ty France,hits,0.97,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Ty France,strikeouts,0.71,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Ty France,walks,0.28,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Jake Cronenworth,hits,0.88,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Jake Cronenworth,strikeouts,0.7,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Jake Cronenworth,walks,0.41,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Manny Machado,hits,0.95,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Manny Machado,strikeouts,0.69,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Manny Machado,walks,0.36,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Miguel Andujar,hits,0.94,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Miguel Andujar,strikeouts,0.57,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Miguel Andujar,walks,0.19,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Sung-Mun Song,hits,0.76,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Sung-Mun Song,strikeouts,0.8,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Sung-Mun Song,walks,0.27,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Xander Bogaerts,hits,0.8,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Xander Bogaerts,strikeouts,0.64,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,9553348f-1cf8-5750-92cf-edaeb8a62d19,,,SDN,Xander Bogaerts,walks,0.32,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,d07e168a-3dec-5360-9316-35f4696845e8,,,ANA,Logan O'Hoppe,hits,0.98,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,d07e168a-3dec-5360-9316-35f4696845e8,,,ANA,Logan O'Hoppe,strikeouts,1.06,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,d07e168a-3dec-5360-9316-35f4696845e8,,,ANA,Logan O'Hoppe,walks,0.32,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
