level,game_id,away_team,home_team,team,player_name,prediction,value,home_win_probability,away_win_probability,projected_home_score,projected_away_score,likely_score,lineup_source,batting_order,polymarket_status,polymarket_market_id,polymarket_slug,polymarket_question,polymarket_url,polymarket_game_start_time,polymarket_fetched_at,polymarket_away_probability,polymarket_home_probability,polymarket_favorite,home_probability_edge,away_probability_edge,polymarket_volume,polymarket_liquidity,polymarket_total_status,polymarket_total_markets,market_premium_status,expected_market_home_premium_logit,expected_market_home_premium_points,synthetic_market_home_probability,synthetic_market_away_probability,synthetic_market_favorite,home_premium_adjusted_edge,away_premium_adjusted_edge,home_model_vs_synthetic_edge,away_model_vs_synthetic_edge,home_signal_edge,away_signal_edge,home_signal_score,away_signal_score,best_signal_team,best_signal_edge,best_signal_probability,best_signal_score,market_informed_status,market_informed_model_kind,base_home_win_probability,base_away_win_probability,market_informed_home_probability,market_informed_away_probability,market_informed_favorite,market_informed_home_delta,market_informed_away_delta,home_market_informed_edge,away_market_informed_edge
pitcher,98b50dde-2d06-55ba-9530-42f815b01828,,,MIA,Eury Pérez,walks,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,98b50dde-2d06-55ba-9530-42f815b01828,,,BAL,Brandon Young,strikeouts,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,98b50dde-2d06-55ba-9530-42f815b01828,,,BAL,Brandon Young,walks,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,4f7ad036-418c-54bf-8e01-4d9c6ef27005,,,DET,Jack Flaherty,strikeouts,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,4f7ad036-418c-54bf-8e01-4d9c6ef27005,,,DET,Jack Flaherty,walks,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,4f7ad036-418c-54bf-8e01-4d9c6ef27005,,,BOS,Sonny Gray,strikeouts,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,4f7ad036-418c-54bf-8e01-4d9c6ef27005,,,BOS,Sonny Gray,walks,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,6e02a797-2186-597b-94b1-60d10e1ad4f2,,,WAS,Miles Mikolas,strikeouts,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,6e02a797-2186-597b-94b1-60d10e1ad4f2,,,WAS,Miles Mikolas,walks,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,6e02a797-2186-597b-94b1-60d10e1ad4f2,,,MIN,Bailey Ober,strikeouts,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,6e02a797-2186-597b-94b1-60d10e1ad4f2,,,MIN,Bailey Ober,walks,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,73e944ec-453d-5c36-8a02-543b5dc7f8b7,,,NYA,Will Warren,strikeouts,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,73e944ec-453d-5c36-8a02-543b5dc7f8b7,,,NYA,Will Warren,walks,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,73e944ec-453d-5c36-8a02-543b5dc7f8b7,,,TEX,Nathan Eovaldi,strikeouts,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,73e944ec-453d-5c36-8a02-543b5dc7f8b7,,,TEX,Nathan Eovaldi,walks,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,f0df3fc5-c3dd-5a72-bc2a-51020d06fa5b,,,CHN,Colin Rea,strikeouts,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,f0df3fc5-c3dd-5a72-bc2a-51020d06fa5b,,,CHN,Colin Rea,walks,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,f0df3fc5-c3dd-5a72-bc2a-51020d06fa5b,,,CIN,Brady Singer,strikeouts,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,f0df3fc5-c3dd-5a72-bc2a-51020d06fa5b,,,CIN,Brady Singer,walks,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,9fff125c-218e-53b9-b39f-b29d8097a8cd,,,KCA,Cole Ragans,strikeouts,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,9fff125c-218e-53b9-b39f-b29d8097a8cd,,,KCA,Cole Ragans,walks,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,9fff125c-218e-53b9-b39f-b29d8097a8cd,,,CLE,Joey Cantillo,strikeouts,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,9fff125c-218e-53b9-b39f-b29d8097a8cd,,,CLE,Joey Cantillo,walks,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,ee9d0150-358b-55f6-a6a7-efdf3a7f4c93,,,COL,Michael Lorenzen,strikeouts,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,ee9d0150-358b-55f6-a6a7-efdf3a7f4c93,,,COL,Michael Lorenzen,walks,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,ee9d0150-358b-55f6-a6a7-efdf3a7f4c93,,,NYN,Freddy Peralta,strikeouts,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,ee9d0150-358b-55f6-a6a7-efdf3a7f4c93,,,NYN,Freddy Peralta,walks,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,ba546146-a9a6-50fe-8a55-4b1c03ae96aa,,,ARI,Michael Soroka,strikeouts,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,ba546146-a9a6-50fe-8a55-4b1c03ae96aa,,,ARI,Michael Soroka,walks,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,ba546146-a9a6-50fe-8a55-4b1c03ae96aa,,,PIT,Paul Skenes,strikeouts,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pitcher,ba546146-a9a6-50fe-8a55-4b1c03ae96aa,,,PIT,Paul Skenes,walks,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Hunter Feduccia,hits,1.03,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Hunter Feduccia,strikeouts,0.79,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Hunter Feduccia,walks,0.44,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Nick Fortes,hits,1.09,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Nick Fortes,strikeouts,0.63,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Nick Fortes,walks,0.25,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Jonathan Aranda,hits,1.09,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Jonathan Aranda,strikeouts,0.95,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Jonathan Aranda,walks,0.44,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Yandy Díaz,hits,1.09,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Yandy Díaz,strikeouts,0.57,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Yandy Díaz,walks,0.47,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Ben Williamson,hits,1.02,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Ben Williamson,strikeouts,0.72,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Ben Williamson,walks,0.24,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Richie Palacios,hits,0.96,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Richie Palacios,strikeouts,0.65,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Richie Palacios,walks,0.4,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Junior Caminero,hits,1.05,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Junior Caminero,strikeouts,0.75,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Junior Caminero,walks,0.33,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Carson Williams,hits,0.82,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Carson Williams,strikeouts,1.12,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Carson Williams,walks,0.26,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Taylor Walls,hits,0.81,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Taylor Walls,strikeouts,0.82,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TBA,Taylor Walls,walks,0.34,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Alejandro Kirk,hits,0.97,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Alejandro Kirk,strikeouts,0.67,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Alejandro Kirk,walks,0.36,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Brandon Valenzuela,hits,0.84,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Brandon Valenzuela,strikeouts,1.11,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Brandon Valenzuela,walks,0.27,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Tyler Heineman,hits,0.83,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Tyler Heineman,strikeouts,0.7,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Tyler Heineman,walks,0.26,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Vladimir Guerrero Jr.,hits,0.96,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Vladimir Guerrero Jr.,strikeouts,0.8,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Vladimir Guerrero Jr.,walks,0.41,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Ernie Clement,hits,0.9,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Ernie Clement,strikeouts,0.58,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Ernie Clement,walks,0.16,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Lenyn Sosa,hits,0.82,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Lenyn Sosa,strikeouts,1.06,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Lenyn Sosa,walks,0.19,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Kazuma Okamoto,hits,0.74,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Kazuma Okamoto,strikeouts,1.05,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Kazuma Okamoto,walks,0.23,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Andrés Giménez,hits,0.76,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Andrés Giménez,strikeouts,0.88,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Andrés Giménez,walks,0.21,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Davis Schneider,hits,0.6,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Davis Schneider,strikeouts,1.26,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,7bf80cf5-ed98-57e7-ac2b-61bee3332fa5,,,TOR,Davis Schneider,walks,0.34,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Iván Herrera,hits,1.03,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Iván Herrera,strikeouts,0.74,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Iván Herrera,walks,0.47,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Pedro Pagés,hits,0.92,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Pedro Pagés,strikeouts,0.92,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Pedro Pagés,walks,0.27,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Yohel Pozo,hits,0.93,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Yohel Pozo,strikeouts,0.5,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Yohel Pozo,walks,0.26,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Alec Burleson,hits,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Alec Burleson,strikeouts,0.5,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Alec Burleson,walks,0.31,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,César Prieto,hits,0.86,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,César Prieto,strikeouts,1.07,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,César Prieto,walks,0.26,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,JJ Wetherholt,hits,0.83,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,JJ Wetherholt,strikeouts,0.77,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,JJ Wetherholt,walks,0.29,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Nolan Gorman,hits,0.75,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Nolan Gorman,strikeouts,1.16,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Nolan Gorman,walks,0.4,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Ramón Urías,hits,0.77,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Ramón Urías,strikeouts,0.75,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Ramón Urías,walks,0.3,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Masyn Winn,hits,0.81,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Masyn Winn,strikeouts,0.59,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,SLN,Masyn Winn,walks,0.27,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Gary Sánchez,hits,0.95,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Gary Sánchez,strikeouts,1.02,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Gary Sánchez,walks,0.45,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Jeferson Quero,hits,0.94,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Jeferson Quero,strikeouts,0.86,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Jeferson Quero,walks,0.31,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,William Contreras,hits,1.02,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,William Contreras,strikeouts,0.82,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,William Contreras,walks,0.5,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Andrew Vaughn,hits,0.97,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Andrew Vaughn,strikeouts,0.75,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batter,13835c6d-ce91-53dd-af45-c8b31d34f817,,,MIL,Andrew Vaughn,walks,0.31,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
